,title,url
0,[포토]한산한 연남동 카페거리,http://www.edaily.co.kr/news/newspath.asp?newsid=01725286629115832
1,"오마이걸 효정 ""단발로 자르고 자신감 생겨, 연남동에 좋아하는 빵집 있어"" (컬투쇼)",http://enews.imbc.com/News/RetrieveNewsInfo/320564
2,"""3인 금지 된다니 최후의 만찬""…연남동에 2030 몰려갔다",https://news.joins.com/article/olink/23697590
3,"'4단계 첫 주말' 거리도 백화점도 한산…""어서 끝나길""",https://imnews.imbc.com/replay/2021/nwdesk/article/6287068_34936.html
4,4단계 앞둔 주말 연남동엔 2030 북적…쇼핑몰은 한산,https://news.joins.com/article/olink/23697680
5,"""극장이 호텔 스위트룸 같네""...CGV, 연남동에 특별관 오픈",http://www.newsis.com/view/?id=NISX20210707_0001503638&cID=10601&pID=10600
6,'마지막 만찬' 4단계 거리두기 앞둔 서울 연남동 모습은?,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4548237
7,"서울 마포구 ""연남동 경의선숲길 등 173곳 야간 음주행위 금지""",https://imnews.imbc.com/news/2021/society/article/6285010_34873.html
8,'4단계' 이후 첫 주말…불금은 '옛말' 적막해진 번화가,http://news.tvchosun.com/site/data/html_dir/2021/07/16/2021071690138.html
9,연남동 옆 가좌역에 가볼 만한 곳들,http://www.esquirekorea.co.kr/article/56835
10,"서울 연남동서 '폭발물' 의심 신고…""확인해보니 모조품""",https://www.nocutnews.co.kr/news/5577308
11,[영상] 서울 연남동 폭발물 가방 소동…경찰특공대가 열어보니,http://yna.kr/AKR20210624167800704?did=1195m
12,4단계 앞두고 '마지막 약속' 몰려…이 시각 번화가 분위기는?,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4548154
13,"“하루종일 손님 5팀, 예약은 전멸”…뜨겁던 홍대 연트럴파크도 썰렁",https://biz.chosun.com/distribution/channel/2021/07/09/RFYRUBI3FNDYVKPJYVIKM2SCFU/?utm_source=naver&utm_medium=original&utm_campaign=biz
14,술집은 '텅텅' 진료소는 '북적'…4단계 첫날 서울의 밤,http://news.tf.co.kr/read/life/1874623.htm
15,주말 오후 7시 손님 한 명 없는 고깃집…먹자골목 '이미 4단계',https://www.news1.kr/articles/?4368039
16,[취재수첩] '방역수칙 위반' 심야 단속 동행취재 후기...3가지 아쉬움,https://news.bbsi.co.kr/news/articleView.html?idxno=3038351
17,"캠코, 연남동 아파트 등 669억원 규모 압류재산 공매",http://news.einfomax.co.kr/news/articleView.html?idxno=4155484
18,모조 폭발물 가방에… 연남동 주택가 철렁,https://www.chosun.com/national/national_general/2021/06/25/P5EF3ZL6Y5E75NY4IW7AUYKDR4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
19,기차는 멈췄지만 입맛 따라 골라 걷는 강북의 '센트럴파크',https://hankookilbo.com/News/Read/A2021070702440000540?did=NA
20,연남동 속 말레이시아 아각아각,http://www.outdoornews.co.kr/news/articleView.html?idxno=32626
21,"""굶기고 폭행하고""…친구 감금·살해 20대男 둘 檢 송치(종합)",http://www.edaily.co.kr/news/newspath.asp?newsid=01856486629084344
22,연남동 오피스텔 사망사건 피의자들 검찰 송치,http://yna.kr/PYH20210622012900013?did=1196m
23,"김보민 “♥김남일, 류수영 요리 실력에 의혹 제기”→이영자 35만원 ‘연남동 골든벨’(편스토랑)[어제TV]",https://www.newsen.com/news_view.php?uid=202106252043064710
24,"한식문화 지키미, 우미집1947', 연남동에 새롭게 오픈",http://www.kdpress.co.kr/news/articleView.html?idxno=103781
25,코로나 일년 반 … 자영업자에 남은 건 '배달' 뿐,https://view.asiae.co.kr/article/2021062810091238477
26,"'편스토랑' 이영자, 제이쓴X강재준과 연남동 나들이 ""고추로 유명한 집이야""",http://biz.heraldcorp.com/view.php?ud=202106252154158978709_1
27,"10년 후 밥벌이 고민 현재 진행 중, “50대가 할 수 있는 일 90%가 요양보호사”",https://www.sedaily.com/NewsView/22OSNLPRZR
28,"김미려, '연남동 재테크' 큰 수익…특급 노하우 공개 (집보러가는날)",https://www.xportsnews.com/?ac=article_view&entry_id=1440122
29,[포토]유동균 마포구청장 연남동 '무엇이든 상담창구 홍보단' 발대식 참석,https://view.asiae.co.kr/article/2021062319533547546
30,한산해진 번화가…비수도권 '5인 금지' 오늘 발표,https://imnews.imbc.com/replay/2021/nwtoday/article/6287110_34943.html
31,"마포구, 연남동 '느티나무 경로당' 개소",https://www.siminilbo.co.kr/news/newsview.php?ncode=1065584684253442
32,"'연남동 오피스텔 사망 20대' 가족, 작년 이미 용의자 친구 2명 고소",http://www.edaily.co.kr/news/newspath.asp?newsid=04004886629082376
33,'연남동 오피스텔 나체 시신’…동거 친구 2명 구속심사 마쳐(종합),http://www.edaily.co.kr/news/newspath.asp?newsid=02545286629082048
34,"마포구, 연남동 장미담장 만개··· 온라인 연남장미축제 22일 연다",https://www.siminilbo.co.kr/news/newsview.php?ncode=1065589283000918
35,평일 낮술 하기 좋은 식당 연남동 편 5,http://www.esquirekorea.co.kr/article/55511
36,서부지법 들어서는 연남동 오피스텔 사망 사건 피의자,http://yna.kr/PYH20210615060700013?did=1196m
37,"씨스타 소유, 연남동 꼬마빌딩 6년 만에 2배 값에 팔았다",https://www.news1.kr/articles/?4310772
38,경의선숲길 따라 찾아가는 연남동 찐 맛집 5,http://www.esquirekorea.co.kr/article/54691
39,"베이브, 연남동에 봄맞이 ‘핑크닉’ 팝업 매장",http://www.mediapen.com/news/view/624551
40,"[어제픽] '볼빨간 신선놀음' 서울 용산 깨장치킨냉면 & 연남동 단단누들 外 맛집 위치는? ""쯔양이 반한 퓨전 면 요리""",http://www.topstarnews.net/news/articleView.html?idxno=1446989
41,"윤석열, '골목길 경제학자' 모종린 2030 몰리는 연남동서 만났다",http://news.mk.co.kr/newsRead.php?no=530563&year=2021
42,"""연남동 거리야, 넌 지금 어디야""…다운, '추억의 길거리' 강제 소환송[신곡읽기]",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=415081
43,"스파클링 캔와인 '베이브', 연남동에 '핑크닉' 팝업 오픈",http://www.slist.kr/news/articleView.html?idxno=247644
44,"홍대 '연남동' 카페거리, 사실 차이나타운 될뻔했는데 주민들이 간신히 살려냈다",https://www.insight.co.kr/news/331434
45,콘텐츠가 있는 디자인 공간 연남동 ‘데스커 디자인 스토어’,https://www.jungle.co.kr/magazine/202748
46,이색가게의 찰떡협업 '연남동 끝자락길 프로젝트',https://www.eroun.net/news/articleView.html?idxno=23553
47,"""사람냄새 나는 동네""…연남동 세모길의 변신",https://www.asiatoday.co.kr/view.php?key=20210316010013270
48,"연남동 무한 연대덮밥, 전대장면 육구덮밥 리얼 맛집",http://www.newsinside.kr/news/articleView.html?idxno=1107063
49,"연탄재 나뒹글던 연남동 세모길, 3년 만에 '골목 핫플'로 재탄생",https://hankookilbo.com/News/Read/A2021031710370002213?did=NA
50,골목길 재생사업 덕에… 연남동 세모길 깔끔해졌다,http://www.munhwa.com/news/view.html?no=2021031701071027352001
51,낡은 콘크리트 대신 단아한 돌담… 연남동 골목길이 살아났다,http://news.kmib.co.kr/article/view.asp?arcid=0924182960&code=11131400&cp=nv
52,(현장+)“골목길이 바뀌니 동네가 환해져” 연남동 세모길의 변화,http://www.newstomato.com/ReadNews.aspx?no=1031369
53,"“우리 동네 좋아졌죠?” 연남동 세모길, 살기 좋은 골목길로 새단장",http://news.heraldcorp.com/view.php?ud=20210316000982
54,"'생방송 투데이' 골목빵집, 연남동 고급 디저트 같은 12종 꽈배기 ""약 1000개 완판""",https://ilyo.co.kr/?ac=article_view&entry_id=396290
55,"[안병익의 식신 맛집] 슴슴하지만 깊은 내면의 향연, 마음속까지 시원해지는 평양냉면 신상 맛집 BEST 5",http://www.enewstoday.co.kr/news/articleView.html?idxno=1492708
56,"연남동 산해진미 솥밥, 와규→도미 솔솥 1인1솥 '리얼맛집'",http://www.newsinside.kr/news/articleView.html?idxno=1103668
57,"檢 '오피스텔 감금살인' 일당 기소…""잠 안 재우기 고문도""",https://www.nocutnews.co.kr/news/5585717
58,"한강공원 야간 음주금지 첫날 251건 적발…""계도·단속""",http://yna.kr/AKR20210707092800004?did=1195m
59,[포토] 연남동 골목길,http://www.edaily.co.kr/news/newspath.asp?newsid=03089766628983976
60,"책 그리고 커피, 문화를 즐길 수 있는 연남동, 건대, 서촌의 독립서점 6",http://www.esquirekorea.co.kr/article/53532
61,"슬로우캘리, 본격적인 가맹사업 시작 1개월 만에 15호점 돌파",http://sjbnews.com/news/news.php?number=718737
62,[르포]코로나19 '4단계 격상' 첫날…오후 6시 이후 사실상 '통금',https://www.nocutnews.co.kr/news/5587266
63,고문실 된 오피스텔…'34㎏ 시신' 어떻게 학대 당했나,http://www.newsis.com/view/?id=NISX20210709_0001507181&cID=10201&pID=10200
64,연남동 일대 발전 공약 발표하는 오세훈[포토],https://www.vop.co.kr/A00001543326.html
65,"'10대맛의달인' 옥천 짬뽕 달인ㆍ연남동 감바스 파에야 달인ㆍ대구 연탄불고기 달인, 내공 가득 맛의 대가들",http://enter.etoday.co.kr/view/news_view.php?varAtcId=193845
66,신예 이세희 '슬의생2' 이어 영화 '나만 보이니'까지 '대세' 급부상,https://www.news1.kr/articles/?4380234
67,연남동 공예산업 중심으로,http://www.naeil.com/news_view/?id_art=367777
68,"연남동 가정식덮밥, 도심 속 구옥 섬? 연어덮밥→꼬막덮밥",http://www.newsinside.kr/news/articleView.html?idxno=1096301
69,선제검사 확대·야간운행 감축…서울 확산세 잡힐까,http://yna.kr/AKR20210707165000004?did=1195m
70,"'생방송 오늘저녁' 연남동 무한리필 양고기 코스요리, 24시간 숙성으로 잡내 없어",https://ilyo.co.kr/?ac=article_view&entry_id=384435
71,"'생방송오늘저녁-국수왕' 서울 연남동 곱창쌀국수 vs 분당 중식해물냉면, 맛집 위치는?",http://www.topstarnews.net/news/articleView.html?idxno=12830370
72,"""잠 안재우기 고문까지""…오피스텔 친구 감금·살해 피의자들 기소",http://www.fnnews.com/news/202107091046365855
73,'연남동 매화 500만 그루 심기'... 마포구의회 김영미ㆍ김진천 의원 '동참',http://www.hg-times.com/news/articleView.html?idxno=220868
74,"연남동 만동제과에 몰려드는 손님들 비결?...입에 감기는 맛 탄성, 이혜성 전현무가 찾은 곳",http://www.pinpointnews.co.kr/view.php?ud=202010111249131277861beb2d9d_45
75,'생방송투데이-리얼맛집' 서울 연남동 낙대새전골 위치는? 레트로 낙곱새 식당!,http://www.topstarnews.net/news/articleView.html?idxno=11099727
76,"씨스타 소유, 연남동 꼬마빌딩 매각…16억 차익",http://news.kmib.co.kr/article/view.asp?arcid=0015861233&code=61141111&cp=nv
77,"연남동 카페 ‘펠른(Perlen)’, 매장에서 로스팅한 원두 3가지 카테고리로 선보여",http://www.tourtimes.net/293903
78,서울 연남동 오피스텔서 20대 남성 나체로 숨진 채 발견…친구 2명 긴급체포,https://news.sbs.co.kr/news/endPage.do?news_id=N1006355180&plink=ORI&cooper=NAVER
79,"[어제픽] '볼빨간 신선놀음' 서울 빵지순례 투어, 연남동 습습헥헥피자 & 대학로 치킨도넛버거 外 맛집 위치는?",http://www.topstarnews.net/news/articleView.html?idxno=9774159
80,"""연남동 쇼룸 그리워하는 외국인 고객들…자사몰로 소통""",https://view.asiae.co.kr/article/2020082515115633681
81,[사건의 재구성] '가두고 굶기고 물고문' 친구 죽게 한 20살 악마들,https://www.news1.kr/articles/?4367143
82,"[르포] 거리두기 4단계 열흘째, 곡소리 나는 자영업자들 “죽어야 알아주나”",https://biz.chosun.com/topics/topics_social/2021/07/22/PYBQEZXVYFFVRJZEDLDYONLMZ4/?utm_source=naver&utm_medium=original&utm_campaign=biz
83,영화평론가 이효인의 첫 소설 '멜랑콜리 연남동',http://www.newsis.com/view/?id=NISX20200828_0001146026&cID=10601&pID=10600
84,연남동 맛집 '툭툭누들타이' RMR로 즐기세요,http://www.newsis.com/view/?id=NISX20210607_0001466781&cID=13001&pID=13000
85,"[오늘의 건축가] 꼭 맞는 듯하면서도 느슨한: 이세웅, 최연웅",https://vmspace.com/report/report_view.html?base_seq=MTQ2MQ==
